selection_index,candidate_id,source_dataset,source_split,edit_type,source_record_id,instruction_original,local_caption,mask_area_ratio,mask_components,diff_mass_inside_ratio,changed_pixel_inside_ratio,small_target,multi_target,multi_object_scene,same_class_multi_instance_proxy,strict_eligible,review_flags
123,cb_train-00006-of-00007_0359,CompBench,train,multi_object_remove,4a41cbf8_00008.png,remove the two fish on the right,green water|sand,0.07058837890625,1,0.7811727523803711,0.9760412710469679,False,True,True,True,True,
124,cb_train-00006-of-00007_0360,CompBench,train,multi_object_remove,4a41cbf8_00009.png,remove the white and red fish and remove the black and red fish,green water|green water,0.080068359375,2,0.7868853211402893,0.9881268504105241,False,True,True,True,True,
125,cb_train-00006-of-00007_0361,CompBench,train,multi_object_remove,54273925_00004.png,remove the two sheep,wall and ground|grey curtain,0.04872314453125,2,0.949528694152832,0.9996703477830888,False,True,True,True,True,
126,cb_train-00006-of-00007_0362,CompBench,train,multi_object_remove,7286b176_00024.png,remove the two birds flying above,grassland|grassland,0.04515869140625,2,0.927360475063324,0.9996195445404642,False,True,True,True,True,
127,cb_train-00006-of-00007_0364,CompBench,train,multi_object_remove,799a2d61_00002.png,remove the planes,grassland|grassland,0.0539111328125,2,0.9481990933418274,1.0,False,True,True,True,True,
128,cb_train-00006-of-00007_0365,CompBench,train,multi_object_remove,7c6d3504_00016.png,remove the two upper cranes,grassland|grassland,0.02237548828125,2,0.7898536920547485,0.9166046857567869,False,True,True,True,True,
129,cb_train-00006-of-00007_0366,CompBench,train,multi_object_remove,7fe2bf77_00040.png,remove the two antelopes,grass and a zebra|grass and a zebra,0.06918212890625,2,0.9606401920318604,1.0,False,True,True,True,True,
130,cb_train-00006-of-00007_0368,CompBench,train,multi_object_remove,80b73f1a_00006.png,remove the rabbits,a rabbit and grass|grass,0.23513671875,1,0.972867488861084,0.9629589021069751,False,True,True,True,True,
131,cb_train-00006-of-00007_0369,CompBench,train,multi_object_remove,843d8f25_00046.png,remove the zebra hunted by the lion and the second zebra on the right,grass|grass,0.046123046875,2,0.9332383275032043,0.99984545641871,False,True,True,True,True,
132,cb_train-00006-of-00007_0370,CompBench,train,multi_object_remove,85aa3b0e_00002.png,remove the red fish above the light yellow fish and the red fish on the upper right,water|water,0.01593017578125,2,0.9587953686714172,1.0,True,True,True,True,True,
133,cb_train-00006-of-00007_0371,CompBench,train,multi_object_remove,85aa3b0e_00036.png,remove the red fish on the upper left and the light yellow fish in the middle,water|water,0.016435546875,2,0.9056738615036011,1.0,True,True,True,True,True,
134,cb_train-00006-of-00007_0372,CompBench,train,multi_object_remove,85aa3b0e_00081.png,remove the red fish on the upper left and the light yellow fish on the left,water and a fish|water,0.018154296875,2,0.9426414966583252,1.0,True,True,True,True,True,
135,cb_train-00006-of-00007_0373,CompBench,train,multi_object_remove,85aa3b0e_00122.png,remove the red fish in the middle and the light yellow fish on the left of the orange fish,water|water,0.01728271484375,2,0.9366392493247986,1.0,True,True,True,True,True,
136,cb_train-00006-of-00007_0374,CompBench,train,multi_object_remove,85aa3b0e_00140.png,remove the second fish on the top and the red fish on the bottom right,water|water,0.02114013671875,2,0.9607304930686951,1.0,False,True,True,True,True,
137,cb_train-00006-of-00007_0375,CompBench,train,multi_object_remove,85aa3b0e_00162.png,remove the grey fish below the orange fish on the upper left and the red fish on the bottom right,water and an orange fish|water,0.0246435546875,2,0.9561383128166199,1.0,False,True,True,True,True,
138,cb_train-00006-of-00007_0376,CompBench,train,multi_object_remove,85aa3b0e_00289.png,remove the yellow fish on the bottom and the fish on the upper left,water and a fish|water,0.02121826171875,2,0.945144772529602,1.0,False,True,True,True,True,
139,cb_train-00006-of-00007_0377,CompBench,train,multi_object_remove,85aa3b0e_00344.png,remove the biggest yellow fish in the middle and the white fish on the upper left,water|water,0.01996826171875,2,0.9545220732688904,1.0,True,True,True,True,True,
140,cb_train-00006-of-00007_0378,CompBench,train,multi_object_remove,8c8b7913_00009.png,remove the leftmost and rightmost white cow,grass|tree,0.0591943359375,2,0.9769848585128784,0.9991834980661797,False,True,True,True,True,
141,cb_train-00006-of-00007_0379,CompBench,train,multi_object_remove,8c8b7913_00061.png,remove the two cows on the right,tree|tree,0.02648193359375,2,0.9445984363555908,0.9992277992277993,False,True,True,True,True,
142,cb_train-00006-of-00007_0380,CompBench,train,multi_object_remove,8d0d641a_00003.png,remove the two black ducks,ground|ground,0.060927734375,2,0.8880382776260376,0.9691780821917808,False,True,True,True,True,
143,cb_train-00006-of-00007_0381,CompBench,train,multi_object_remove,8d0d641a_00029.png,remove the white duck on the upper left and a black and white duck facing directly forward near the feeding bowl,ground|ground,0.06052001953125,2,0.8586849570274353,0.975590394919627,False,True,True,True,True,
144,cb_train-00006-of-00007_0382,CompBench,train,multi_object_remove,8d0d641a_00056.png,remove all the black ducks except the right one,ground|basin and ground,0.110625,2,0.9167410135269165,0.9906577735857531,False,True,True,True,True,
145,cb_train-00006-of-00007_0383,CompBench,train,multi_object_remove,910bf878_00001.png,remove the two fish,a fish and water|water,0.0187939453125,1,0.8158293962478638,0.9988250652741515,True,True,True,True,True,
146,cb_train-00006-of-00007_0384,CompBench,train,multi_object_remove,91b754c5_00013.png,remove the rabbit on the left and the one on the upper right,cardboa and grass|cardboard and grass,0.21499755859375,2,0.9938682317733765,1.0,False,True,True,True,True,
147,cb_train-00006-of-00007_0385,CompBench,train,multi_object_remove,9b5f0f47_00014.png,remove the two yellow fish,water and line|water and line,0.111865234375,2,0.9553699493408203,0.9982447782151902,False,True,True,True,True,
148,cb_train-00006-of-00007_0388,CompBench,train,multi_object_remove,9ffb2818_00064.png,remove the white bird on the right and the black bird standing on the bucket,ground|wall,0.01923828125,2,0.5068104267120361,0.8309564555999239,True,True,True,True,True,
149,cb_train-00006-of-00007_0389,CompBench,train,multi_object_remove,9ffb2818_00119.png,remove the two black birds,ground and a white bird|ground,0.0158837890625,2,0.5263418555259705,0.8259064209033826,True,True,True,True,True,
150,cb_train-00006-of-00007_0396,CompBench,train,multi_object_remove,b33ade7c_00003.png,remove the zebra facing front on the right and the leftmost zebra,grassland and a zebra|grassland,0.0904296875,2,0.9450965523719788,0.9970303750212116,False,True,True,True,True,
151,cb_train-00006-of-00007_0397,CompBench,train,multi_object_remove,b4891f7f_00001.png,remove the two white goats,grass|ground,0.070517578125,1,0.7790757417678833,0.8890954860117856,False,True,True,True,True,
152,cb_train-00006-of-00007_0398,CompBench,train,multi_object_remove,b7fb59c9_00045.png,remove the second duck on the right and the second duck on the left,grass and a bird|grass and a bird,0.04058837890625,2,0.8496055006980896,0.9987170515512013,False,True,True,True,True,
153,cb_train-00006-of-00007_0399,CompBench,train,multi_object_remove,ba4b3b09_00024.png,remove the yellow dog and the dog behind the white dog in front,ground|ground,0.05281982421875,2,0.8527005910873413,0.9244133388225607,False,True,True,True,True,
154,cb_train-00006-of-00007_0400,CompBench,train,multi_object_remove,c30641cf_00000.png,remove the two flamingos,rock and ground|rock and ground,0.04602783203125,1,0.861309826374054,0.9601680897670883,False,True,True,True,True,
155,cb_train-00006-of-00007_0401,CompBench,train,multi_object_remove,c30641cf_00001.png,remove the rightmost and the leftmost flamingos,rock and ground|rock and ground,0.05963623046875,2,0.8556235432624817,0.9725384890798424,False,True,True,True,True,
156,cb_train-00006-of-00007_0402,CompBench,train,multi_object_remove,cfd946b2_00010.png,remove the fish on the bottom left and the fish on the bottom right,rock and water|rock and water,0.14216064453125,1,0.8869001269340515,0.981225899883098,False,True,True,True,True,
157,cb_train-00006-of-00007_0403,CompBench,train,multi_object_remove,cfd946b2_00021.png,remove the rightmost and second rightmost fish,rock and water|ground and water,0.1061962890625,2,0.8932488560676575,0.9803455526099277,False,True,True,True,True,
158,cb_train-00006-of-00007_0404,CompBench,train,multi_object_remove,db6533a5_00070.png,remove the rightmost dog and the tallest white dog between two dogs,slope|shutter and ground,0.0242431640625,2,0.6386886239051819,0.8635421464762782,False,True,True,True,True,
159,cb_train-00006-of-00007_0405,CompBench,train,multi_object_remove,e1b7f212_00002.png,remove the two monkeys on the right,wall|tree branch,0.04632080078125,2,0.8016982674598694,0.9316951057525289,False,True,True,True,True,
160,cb_train-00006-of-00007_0407,CompBench,train,multi_object_remove,eb4d26e1_00000.png,remove the two men,boat|boat and water,0.04940185546875,1,0.6560751795768738,0.8924164702620269,False,True,True,True,True,
161,cb_train-00006-of-00007_0409,CompBench,train,multi_object_remove,ee91f783_00014.png,remove the blue and grey bird and the rightmost white bird,ground|ground,0.015673828125,2,0.40555137395858765,0.8218167701863354,True,True,True,True,True,
162,cb_train-00006-of-00007_0410,CompBench,train,multi_object_remove,f92cdae8_00000.png,remove the chicken at the very back and the chicken on the bottom left,ground|ground,0.11537841796875,2,0.8442503809928894,0.9936726156692103,False,True,True,True,True,
163,cb_train-00006-of-00007_0411,CompBench,train,multi_object_remove,f92cdae8_00001.png,remove the chicken in the middle and the chicken on the bottom left,ground|ground,0.130849609375,2,0.8676780462265015,0.9968534942774078,False,True,True,True,True,
164,cb_train-00006-of-00007_0412,CompBench,train,multi_object_remove,f92cdae8_00002.png,remove the chickens on the leftmost and rightmost,ground|ground,0.14519287109375,2,0.8874138593673706,0.9966822050065527,False,True,True,True,True,
165,cb_train-00006-of-00007_0414,CompBench,train,multi_object_remove,fdb2e432_00165.png,remove the two birds on the right,sea and sand|sea and sand,0.03036376953125,2,0.8457426428794861,0.9857829961805065,False,True,True,True,True,
166,cb_train-00002-of-00007_0183,CompBench,train,remove,03e5f069/1/00085.png,remove the second person on the left,grassland,0.0089306640625,1,0.9769879579544067,1.0,True,False,True,True,True,
167,cb_train-00002-of-00007_0268,CompBench,train,remove,16130bd3/0/00040.png,remove the person on the right,grass and stone bench,0.05595947265625,1,0.6659947037696838,0.8008900373241459,False,False,True,True,True,
168,cb_train-00002-of-00007_0322,CompBench,train,remove,1e95ef5e/0/00001.png,remove the duck on the rightmost and upper side,ground,0.01448974609375,1,0.9867861270904541,1.0,True,False,True,True,True,
169,cb_train-00002-of-00007_0323,CompBench,train,remove,1e95ef5e/0/00004.png,remove the duck in the upper right corner of the duck group,ground,0.014501953125,1,0.9869665503501892,1.0,True,False,True,True,True,
170,cb_train-00002-of-00007_0324,CompBench,train,remove,1e95ef5e/0/00006.png,remove the duck in the upper right corner of the group of ducks,ground,0.0144189453125,1,0.9869999289512634,1.0,True,False,True,True,True,
171,cb_train-00002-of-00007_0325,CompBench,train,remove,1e95ef5e/0/00009.png,remove the duck in the upper right corner of the duck flock,ground,0.0142919921875,1,0.9840971827507019,1.0,True,False,True,True,True,
172,cb_train-00002-of-00007_0339,CompBench,train,remove,214aeac3/0/00148.png,remove the rightmost sheep,two white sheep and a wall,0.0299169921875,1,0.4392966032028198,0.8343699412115532,False,False,True,True,True,
173,cb_train-00002-of-00007_0367,CompBench,train,remove,2895bb8b/0/00049.png,remove the chicken at the lower leftmost,ground,0.0729443359375,1,0.6229174733161926,0.8819890141659439,False,False,True,True,True,
174,cb_train-00002-of-00007_0377,CompBench,train,remove,2ae75f99/1/00015.png,remove the cat on the right,sofa and a cat,0.0702490234375,1,0.7187678813934326,0.9541959369660148,False,False,True,True,True,
175,cb_train-00002-of-00007_0385,CompBench,train,remove,2b0e34d3/2/00004.png,remove the green bird on the upper side,ground,0.0710498046875,1,0.7567086219787598,0.9319591564080542,False,False,True,True,True,
176,cb_train-00002-of-00007_0405,CompBench,train,remove,3135d31d/0/00001.png,remove the dog,ground,0.04608642578125,1,0.7904968857765198,0.9158597662771285,False,False,True,False,True,
177,cb_train-00003-of-00007_0025,CompBench,train,remove,34504f63/1/00021.png,remove the second monkey on the left,boat and rocks,0.01127197265625,1,0.9886608123779297,1.0,True,False,True,True,True,
178,cb_train-00003-of-00007_0026,CompBench,train,remove,34504f63/4/00020.png,remove the rightmost monkey on the wooden boat,wooden boat,0.01533203125,1,0.9860029220581055,1.0,True,False,True,True,True,
179,cb_train-00003-of-00007_0027,CompBench,train,remove,34504f63/6/00080.png,remove the second monkey on the right side of the boat,wooden boat,0.0130859375,1,0.9956926703453064,1.0,True,False,True,True,True,
180,cb_train-00003-of-00007_0041,CompBench,train,remove,359003f8/1/00004.png,remove the rightmost bear,ground and trees,0.00746337890625,1,0.9984068274497986,1.0,True,False,True,True,True,
181,cb_train-00003-of-00007_0046,CompBench,train,remove,359003f8/3/00004.png,remove the second bear on the right,ground and trees,0.01066650390625,1,0.9969201683998108,1.0,True,False,True,True,True,
182,cb_train-00003-of-00007_0086,CompBench,train,remove,4539b907/0/00007.png,remove the leftmost dog,muddy ground,0.01116943359375,1,0.9940958619117737,1.0,True,False,True,True,True,
183,cb_train-00003-of-00007_0087,CompBench,train,remove,4539b907/1/00000.png,remove the rightmost dog,muddy ground,0.0081689453125,1,0.9952070116996765,1.0,True,False,True,True,True,
184,cb_train-00003-of-00007_0123,CompBench,train,remove,52ddf44c/0/00039.png,remove the leftmost chicken,ground and bamboo cage,0.0989599609375,1,0.8539553880691528,0.9280167104065128,False,False,True,True,True,
185,cb_train-00003-of-00007_0138,CompBench,train,remove,58264713/0/00014.png,remove the zebra in the middle of the left,ground,0.06549560546875,1,0.6824155449867249,0.8220989616802516,False,False,True,True,True,
186,cb_train-00003-of-00007_0139,CompBench,train,remove,592b4dee/0/00010.png,remove the rabbit on the top,green grass,0.16740966796875,1,0.9306364059448242,0.8000406719916848,False,False,True,True,True,
187,cb_train-00003-of-00007_0142,CompBench,train,remove,5984ed74/0/00016.png,remove the leftmost giraffe,ground,0.0348583984375,1,0.9819926023483276,1.0,False,False,True,True,True,
188,cb_train-00003-of-00007_0147,CompBench,train,remove,5a064706/0/00071.png,remove the bear on the rightmost,green grassland,0.0121923828125,1,0.9988179206848145,1.0,True,False,True,True,True,
189,cb_train-00003-of-00007_0148,CompBench,train,remove,5a064706/0/00078.png,remove the bear on the rightmost,green grassland,0.01195068359375,1,0.9971153736114502,1.0,True,False,True,True,True,
190,cb_train-00003-of-00007_0149,CompBench,train,remove,5a064706/0/00080.png,remove the bear on the rightmost,green grassland,0.01272216796875,1,0.9982427358627319,1.0,True,False,True,True,True,
191,cb_train-00003-of-00007_0150,CompBench,train,remove,5a064706/0/00082.png,remove the rightmost bear,green grassland,0.013369140625,1,0.9979479312896729,1.0,True,False,True,True,True,
192,cb_train-00003-of-00007_0168,CompBench,train,remove,607d8ff5/3/00035.png,remove the white fish on the upper part,yellow pond bottom,0.0545556640625,1,0.730070948600769,0.8724348772929056,False,False,True,True,True,
193,cb_train-00003-of-00007_0174,CompBench,train,remove,616ad8ec/0/00001.png,remove the rightmost zebra,zebra and yellow grassland,0.07541259765625,1,0.7700411677360535,0.8286206048684535,False,False,True,True,True,
194,cb_train-00003-of-00007_0179,CompBench,train,remove,61d80e22/0/00007.png,remove the person,ground and greenery,0.1091845703125,1,0.839633047580719,0.8229803894151781,False,False,True,False,True,
195,cb_train-00003-of-00007_0183,CompBench,train,remove,62372d4c/0/00004.png,remove the fish on the left,stone and tank wall,0.0784228515625,1,0.7657153606414795,0.9329500635069189,False,False,True,True,True,
196,cb_train-00003-of-00007_0191,CompBench,train,remove,6a3bc149/1/00000.png,remove the turtle in the upper left,blue ocean water,0.017197265625,1,0.981317937374115,1.0,True,False,True,True,True,
197,cb_train-00003-of-00007_0196,CompBench,train,remove,6dff20c9/0/00015.png,remove the goose,muddy ground and wall,0.09621337890625,1,0.8801023364067078,0.804523876012287,False,False,True,False,True,
198,cb_train-00003-of-00007_0201,CompBench,train,remove,708098a9/1/00001.png,remove the leftmost tiger,red stones and muddy ground,0.05603515625,1,0.6570730209350586,0.8715727568942223,False,False,True,True,True,
199,cb_train-00003-of-00007_0207,CompBench,train,remove,7286b176/1/00030.png,remove the rightmost bird,green field,0.01998291015625,1,0.5647067427635193,0.8961309834185004,True,False,True,True,True,
200,cb_train-00003-of-00007_0229,CompBench,train,remove,790285e8/0/00008.png,remove the second bird on the left,sky and grass,0.01296630859375,1,0.9752627015113831,1.0,True,False,True,True,True,
201,cb_train-00003-of-00007_0230,CompBench,train,remove,790285e8/0/00012.png,remove the second crane on the left,grass and sky,0.01591552734375,1,0.9677201509475708,1.0,True,False,True,True,True,
202,cb_train-00003-of-00007_0232,CompBench,train,remove,790285e8/3/00003.png,remove the second crane from the left,blue sky with white clouds,0.01810791015625,1,0.9735164046287537,1.0,True,False,True,True,True,
203,cb_train-00004-of-00007_0121,CompBench,train,remove,962ae0e2/0/00016.png,remove the bottommost turtle,blue water,0.20353515625,1,0.835285484790802,0.8967529045695215,False,False,True,False,True,
204,cb_train-00004-of-00007_0139,CompBench,train,remove,98b0033d/0/00034.png,remove the leftmost sheep,wall,0.11545654296875,1,0.8376502394676208,0.807161283290339,False,False,True,True,True,
205,cb_train-00004-of-00007_0158,CompBench,train,remove,9ae447a7/1/00003.png,remove the leftmost duck in the group of ducks,ground,0.00380615234375,1,0.9888952970504761,1.0,True,False,True,True,True,
206,cb_train-00004-of-00007_0212,CompBench,train,remove,a3a80cf7/0/00015.png,remove the car on the road and by the fence,road and fence,0.1843798828125,1,0.9154519438743591,0.8913490001812361,False,False,True,False,True,
207,cb_train-00004-of-00007_0218,CompBench,train,remove,a3f0cb28/0/00007.png,remove the leftmost black fish,blue water,0.02935791015625,1,0.637524425983429,0.9928982380438691,False,False,True,True,True,
208,cb_train-00004-of-00007_0264,CompBench,train,remove,aa348c45/1/00005.png,remove the zebra on the right,wall and green grass,0.16357421875,1,0.7625943422317505,0.8302767195298426,False,False,True,True,True,
209,cb_train-00004-of-00007_0299,CompBench,train,remove,adeaf5aa/0/00068.png,remove the bird on the left,sky,0.1483837890625,1,0.9752964973449707,0.9857741669229151,False,False,True,True,True,
210,cb_train-00004-of-00007_0304,CompBench,train,remove,afc7664d/0/00012.png,remove the fish in the distance,blue fish tank wall,0.03839599609375,1,0.6678168177604675,0.9994165268762307,False,False,True,False,True,
211,cb_train-00004-of-00007_0346,CompBench,train,remove,ba28d02e/0/00004.png,remove the rightmost bear,ground and trees,0.01854248046875,1,0.9940341114997864,1.0,True,False,True,True,True,
212,cb_train-00004-of-00007_0349,CompBench,train,remove,ba4b3b09/2/00001.png,remove the person,ground,0.22994384765625,1,0.9051843285560608,0.8464621550793896,False,False,True,False,True,
213,cb_train-00004-of-00007_0359,CompBench,train,remove,ba9ea03d/0/00044.png,remove the dog on the right,ground and white bag,0.09827392578125,1,0.8145338296890259,0.8249538272111635,False,False,True,True,True,
214,cb_train-00004-of-00007_0393,CompBench,train,remove,c4f9f19e/0/00065.png,remove the airplane on the ground with a green protective net,ground and green protective net,0.09956787109375,1,0.8841546177864075,0.9433024256017758,False,False,True,False,True,
215,cb_train-00005-of-00007_0007,CompBench,train,remove,cbdbc6c3/0/00038.png,remove the plane in the middle of the group of planes,sky,0.019208984375,1,0.8776352405548096,0.9831228751821273,True,False,True,True,True,
216,cb_train-00005-of-00007_0008,CompBench,train,remove,cc45a7f2/2/00002.png,remove the sheep on the right,rocks and grass,0.09026123046875,1,0.8188949823379517,0.8740702806837857,False,False,True,True,True,
217,cb_train-00005-of-00007_0009,CompBench,train,remove,cd49fb99/0/00000.png,remove the car on the left,road and wall,0.022919921875,1,0.6327220797538757,0.845231296402056,False,False,True,True,True,
218,cb_train-00005-of-00007_0086,CompBench,train,remove,db78e7a1/0/00009.png,remove the dog,ground,0.06904052734375,1,0.6876298189163208,0.8017660609163041,False,False,True,False,True,
219,cb_train-00005-of-00007_0154,CompBench,train,remove,ec27366a/1/00002.png,remove the leftmost pigeon,gray floor,0.053720703125,1,0.9172196984291077,0.996416494220966,False,False,True,True,True,
220,cb_train-00005-of-00007_0180,CompBench,train,remove,f40145c2/3/00020.png,remove the cat at the bottom,rug,0.095556640625,1,0.8408765196800232,0.8889253948510948,False,False,True,True,True,
221,cb_train-00005-of-00007_0189,CompBench,train,remove,f6f8b4a6/0/00046.png,remove the rightmost giraffe,muddy land and sky,0.01814697265625,1,0.9757704734802246,1.0,True,False,True,True,True,
222,cb_train-00005-of-00007_0193,CompBench,train,remove,f7360199/2/00017.png,remove the plane on the left,airport fence,0.0692822265625,1,0.7263205647468567,0.8043127475429075,False,False,True,True,True,
223,cb_train-00005-of-00007_0198,CompBench,train,remove,f92cdae8/0/00002.png,remove the leftmost chicken,ground,0.0713916015625,1,0.6175224781036377,0.8537875025561625,False,False,True,True,True,
224,cb_train-00005-of-00007_0238,CompBench,train,replace,001ca3cb/0/00010.png,replace the fish on the right with a black camera long lens,a black camera long lens and green fish tank wall,0.04553955078125,1,0.8786903023719788,0.8098261731063676,False,False,True,True,True,
225,cb_train-00005-of-00007_0247,CompBench,train,replace,03e5f069/1/00000.png,replace the person on the right with a person in white,a person in white,0.03129150390625,1,0.9898931980133057,0.9999240698557327,False,False,True,True,True,
226,cb_train-00005-of-00007_0248,CompBench,train,replace,03e5f069/1/00001.png,replace the man in black on the right with a woman in white without a backpack,a woman in white,0.03142578125,1,0.9893925189971924,1.0,False,False,True,True,True,
227,cb_train-00005-of-00007_0249,CompBench,train,replace,03e5f069/1/00003.png,replace the rightmost black-clothed person with a white-clothed woman without a backpack,a white-clothed person riding a bicycle,0.03148681640625,1,0.9910954833030701,0.999025420287501,False,False,True,True,True,
228,cb_train-00005-of-00007_0250,CompBench,train,replace,03e5f069/1/00144.png,replace the person on the right with a person wearing white,a person wearing white and a bicycle,0.03326171875,2,0.9857110977172852,0.9980988593155894,False,False,True,True,True,
229,cb_train-00005-of-00007_0273,CompBench,train,replace,405c6000/1/00000.png,replace the giraffe with a black bird facing left,the grass and sky with a black bird,0.06836669921875,1,0.9750846028327942,1.0,False,False,True,True,True,
230,cb_train-00005-of-00007_0285,CompBench,train,replace,725d4bfb/0/00022.png,replace the monkey on the right with a camera,a camera,0.09508056640625,1,0.924665629863739,0.9777772062038632,False,False,True,True,True,
231,cb_train-00005-of-00007_0290,CompBench,train,replace,857e375e/3/00023.png,replace the inflatable kayak with an iron boat,an iron boat and water,0.15638916015625,1,0.992063045501709,1.0,False,False,True,False,True,
232,cb_train-00005-of-00007_0291,CompBench,train,replace,857e375e/3/00032.png,replace the red kayak with a white wooden boat,a white wooden boat and two people,0.0741845703125,1,0.990078330039978,1.0,False,False,True,False,True,
233,cb_train-00005-of-00007_0297,CompBench,train,replace,86571569/1/00009.png,replace the leftmost rabbit with a small table model,a small table model,0.123935546875,1,0.9613344669342041,0.9101939078479527,False,False,True,True,True,
234,cb_train-00005-of-00007_0298,CompBench,train,replace,86a2b59f/1/00017.png,replace the leftmost person with a person in black who is facing away,a person in black and a wall,0.0733837890625,1,0.9891345500946045,1.0,False,False,True,True,True,
235,cb_train-00005-of-00007_0303,CompBench,train,replace,86a88668/0/00132.png,replace the brown SUV with a white SUV,a white SUV,0.1715380859375,1,0.8695818185806274,0.8150438482481223,False,False,True,False,True,
236,cb_train-00005-of-00007_0304,CompBench,train,replace,86a88668/0/00223.png,replace the van with a silver car driving to the right,a silver car,0.0641748046875,1,0.8460175395011902,0.8266356430177071,False,False,True,True,True,
237,cb_train-00005-of-00007_0306,CompBench,train,replace,86a88668/0/00291.png,replace the brown car with a grey pickup truck heading right,a grey pickup truck,0.1243115234375,1,0.8960366249084473,0.8777596544832181,False,False,True,True,True,
238,cb_train-00005-of-00007_0310,CompBench,train,replace,8957514f/0/00062.png,replace the cat on the left with a small table and a cup,the table and the cup,0.05711669921875,1,0.6950808763504028,0.8030055759553923,False,False,True,True,True,
239,cb_train-00005-of-00007_0311,CompBench,train,replace,89b671bb/3/00016.png,replace the black MPV with a grey-black sedan,a grey-black sedan,0.05735595703125,1,0.7830577492713928,0.8013874516116669,False,False,True,False,True,
240,cb_train-00005-of-00007_0314,CompBench,train,replace,91b2f707/1/00018.png,replace the orange motorcycle with a blue motorcycle,a blue motorcycle,0.08724609375,1,0.9853130578994751,0.9975756513611403,False,False,True,False,True,
241,cb_train-00005-of-00007_0315,CompBench,train,replace,91b2f707/1/00021.png,replace the orange motorcycle with a blue motorcycle,a blue motorcycle,0.08728271484375,1,0.987983226776123,0.9963147382338875,False,False,True,False,True,
242,cb_train-00005-of-00007_0316,CompBench,train,replace,91b2f707/1/00022.png,replace the orange motorcycle with a blue motorcycle,a blue motorcycle,0.077626953125,1,0.9832199215888977,0.9938995629068268,False,False,True,False,True,
243,cb_train-00005-of-00007_0317,CompBench,train,replace,91b754c5/2/00008.png,replace the white rabbit on the left with a cup,a cup and a cardboard box,0.15888427734375,1,0.9694952368736267,0.9939582393503898,False,False,True,True,True,
244,cb_train-00005-of-00007_0323,CompBench,train,replace,9d5940d2/1/00029.png,replace the turtle on the right with a black small table,a black small table and a transparent fish tank wall,0.05552978515625,1,0.8116532564163208,0.9214652786928449,False,False,True,True,True,
245,cb_train-00005-of-00007_0325,CompBench,train,replace,a218e951/1/00003.png,replace the red and white fish with a black camera,black camera,0.15377197265625,1,0.8535352349281311,0.8829273246956749,False,False,True,False,True,
246,cb_train-00005-of-00007_0326,CompBench,train,replace,a218e951/1/00009.png,replace the fish on the right with a lens,a lens and water,0.1774560546875,1,0.8746054768562317,0.8998433028140742,False,False,True,True,True,
247,cb_train-00005-of-00007_0332,CompBench,train,replace,a5cf4c8d/0/00004.png,replace the truck with a white car in front,a white car,0.1174072265625,1,0.9987914562225342,1.0,False,False,True,True,True,
248,cb_train-00005-of-00007_0334,CompBench,train,replace,b0d09e6a/0/00004.png,replace the bottom rabbit with a silver bowl,silver bowl and a white pad,0.15286376953125,1,0.9809243679046631,0.9981966066762357,False,False,True,True,True,
249,cb_train-00005-of-00007_0335,CompBench,train,replace,b0d09e6a/1/00032.png,replace the white rabbit with a black clock,a black clock,0.0503466796875,1,0.9445497989654541,0.9962688500803234,False,False,True,False,True,
250,cb_train-00005-of-00007_0336,CompBench,train,replace,b0d09e6a/1/00035.png,replace the white rabbit on the right with a camera,a camera,0.0514306640625,1,0.9491052031517029,0.9940108284222127,False,False,True,True,True,
251,cb_train-00005-of-00007_0337,CompBench,train,replace,b0d09e6a/1/00053.png,replace the white rabbit in front with a white bottle,a white bottle,0.0476904296875,1,0.9542189836502075,0.9999427459063323,False,False,True,True,True,
252,cb_train-00005-of-00007_0338,CompBench,train,replace,b0d09e6a/1/00054.png,replace the rabbit with a cup,the cup and white ground,0.08554931640625,1,0.9812047481536865,0.9998723023879453,False,False,True,False,True,
253,cb_train-00005-of-00007_0339,CompBench,train,replace,b0d09e6a/3/00065.png,replace the upper right rabbit with a cup,a cup and red wall,0.0341064453125,1,0.9115700125694275,0.9555087719298245,False,False,True,True,True,
254,cb_train-00005-of-00007_0344,CompBench,train,replace,bdc5ccf7/2/00021.png,replace the white cat on the right with a black shelf,a black shelf,0.0369921875,1,0.7427510023117065,0.8164929524220986,False,False,True,True,True,
255,cb_train-00005-of-00007_0345,CompBench,train,replace,beb693c9/0/00001.png,replace the boat below with a bridge,the water surface and a bridge,0.19777587890625,1,0.9681352972984314,0.9789406861527421,False,False,True,False,True,
256,cb_train-00005-of-00007_0353,CompBench,train,replace,ced51047/0/00050.png,replace the cat on the right with a purple-black cushion,the purple-black cushion and the ground,0.10867919921875,1,0.7105116844177246,0.8563404373353058,False,False,True,True,True,
257,cb_train-00005-of-00007_0355,CompBench,train,replace,ced51047/0/00052.png,replace the cat on the right with a black circle,a black circle and the ground,0.1076611328125,1,0.6012656092643738,0.82824644012027,False,False,True,True,True,
258,cb_train-00005-of-00007_0356,CompBench,train,replace,ced51047/0/00053.png,replace the black cat on the right with a black cushion,the black cushion and the ground,0.106494140625,1,0.581427276134491,0.824457921408989,False,False,True,True,True,
259,cb_train-00005-of-00007_0357,CompBench,train,replace,ced51047/0/00056.png,replace the cat on the right with a black rope,the black rope and the ground,0.10547607421875,1,0.61777663230896,0.8481957693902945,False,False,True,True,True,
