candidate_id,source_dataset,sheet,position,row,column
he_805S0qauwKQ,HumanEdit,humanedit_07.jpg,5,1,0
he_87InWldRhgs,HumanEdit,humanedit_07.jpg,6,1,1
he_8TgvLWnhlbQ,HumanEdit,humanedit_07.jpg,7,1,2
he_8VxLn3IgokM,HumanEdit,humanedit_07.jpg,8,1,3
he_8a3LPB-Z9Ag,HumanEdit,humanedit_07.jpg,9,1,4
he_8vn4KvfU640,HumanEdit,humanedit_07.jpg,10,2,0
he_9T-ECH-1Tj0,HumanEdit,humanedit_07.jpg,11,2,1
he_9sZ_aSCZ0W8,HumanEdit,humanedit_07.jpg,12,2,2
he_9t1l8iKx1xA,HumanEdit,humanedit_07.jpg,13,2,3
he_9u2GMRE8MdE,HumanEdit,humanedit_07.jpg,14,2,4
he_9uUy6Rf7iPw,HumanEdit,humanedit_07.jpg,15,3,0
he_9vHPCKymSh0,HumanEdit,humanedit_07.jpg,16,3,1
he_A_f5ucMXRH4,HumanEdit,humanedit_07.jpg,17,3,2
he_Vdkm_nd237s,HumanEdit,humanedit_07.jpg,18,3,3
he__RfbgayXWOk,HumanEdit,humanedit_07.jpg,19,3,4
he__Rh_zxIUWXA,HumanEdit,humanedit_07.jpg,20,4,0
he__SMGQ74kB3c,HumanEdit,humanedit_07.jpg,21,4,1
he__XQflc16W0I,HumanEdit,humanedit_07.jpg,22,4,2
he__rWF1DVWkUs,HumanEdit,humanedit_07.jpg,23,4,3
he__urKfD3fUK8,HumanEdit,humanedit_07.jpg,24,4,4
he__v1ipqy_fd4,HumanEdit,humanedit_08.jpg,0,0,0
he__zd5Lqg6qwc,HumanEdit,humanedit_08.jpg,1,0,1
he_fbAnIjhrOL4,HumanEdit,humanedit_08.jpg,2,0,2
he_kC28celkE_0,HumanEdit,humanedit_08.jpg,3,0,3
he_ouDjrbw-fs0,HumanEdit,humanedit_08.jpg,4,0,4
rs_000101_1,ReShapeBench,reshapebench_01.jpg,0,0,0
rs_000101_2,ReShapeBench,reshapebench_01.jpg,1,0,1
rs_000102_1,ReShapeBench,reshapebench_01.jpg,2,0,2
rs_000102_2,ReShapeBench,reshapebench_01.jpg,3,0,3
rs_000103_1,ReShapeBench,reshapebench_01.jpg,4,0,4
rs_000104_2,ReShapeBench,reshapebench_01.jpg,5,1,0
rs_000105_1,ReShapeBench,reshapebench_01.jpg,6,1,1
rs_000105_2,ReShapeBench,reshapebench_01.jpg,7,1,2
rs_000106_1,ReShapeBench,reshapebench_01.jpg,8,1,3
rs_000106_2,ReShapeBench,reshapebench_01.jpg,9,1,4
rs_000107_1,ReShapeBench,reshapebench_01.jpg,10,2,0
rs_000107_2,ReShapeBench,reshapebench_01.jpg,11,2,1
rs_000108_1,ReShapeBench,reshapebench_01.jpg,12,2,2
rs_000108_2,ReShapeBench,reshapebench_01.jpg,13,2,3
rs_000109_2,ReShapeBench,reshapebench_01.jpg,14,2,4
rs_000110_2,ReShapeBench,reshapebench_01.jpg,15,3,0
rs_000111_1,ReShapeBench,reshapebench_01.jpg,16,3,1
rs_000111_2,ReShapeBench,reshapebench_01.jpg,17,3,2
rs_000112_1,ReShapeBench,reshapebench_01.jpg,18,3,3
rs_000113_1,ReShapeBench,reshapebench_01.jpg,19,3,4
rs_000113_2,ReShapeBench,reshapebench_01.jpg,20,4,0
rs_000114_1,ReShapeBench,reshapebench_01.jpg,21,4,1
rs_000115_1,ReShapeBench,reshapebench_01.jpg,22,4,2
rs_000115_2,ReShapeBench,reshapebench_01.jpg,23,4,3
rs_000116_1,ReShapeBench,reshapebench_01.jpg,24,4,4
rs_000117_2,ReShapeBench,reshapebench_02.jpg,0,0,0
rs_000118_1,ReShapeBench,reshapebench_02.jpg,1,0,1
rs_000119_1,ReShapeBench,reshapebench_02.jpg,2,0,2
rs_000120_2,ReShapeBench,reshapebench_02.jpg,3,0,3
rs_000121_1,ReShapeBench,reshapebench_02.jpg,4,0,4
rs_000121_2,ReShapeBench,reshapebench_02.jpg,5,1,0
rs_000122_1,ReShapeBench,reshapebench_02.jpg,6,1,1
rs_000123_2,ReShapeBench,reshapebench_02.jpg,7,1,2
rs_000124_2,ReShapeBench,reshapebench_02.jpg,8,1,3
rs_000125_1,ReShapeBench,reshapebench_02.jpg,9,1,4
rs_000125_2,ReShapeBench,reshapebench_02.jpg,10,2,0
rs_000126_2,ReShapeBench,reshapebench_02.jpg,11,2,1
rs_000127_2,ReShapeBench,reshapebench_02.jpg,12,2,2
rs_000128_1,ReShapeBench,reshapebench_02.jpg,13,2,3
rs_000128_2,ReShapeBench,reshapebench_02.jpg,14,2,4
rs_000129_2,ReShapeBench,reshapebench_02.jpg,15,3,0
rs_000130_1,ReShapeBench,reshapebench_02.jpg,16,3,1
rs_000131_1,ReShapeBench,reshapebench_02.jpg,17,3,2
rs_000131_2,ReShapeBench,reshapebench_02.jpg,18,3,3
rs_000132_1,ReShapeBench,reshapebench_02.jpg,19,3,4
rs_000132_2,ReShapeBench,reshapebench_02.jpg,20,4,0
rs_000133_1,ReShapeBench,reshapebench_02.jpg,21,4,1
rs_000134_1,ReShapeBench,reshapebench_02.jpg,22,4,2
rs_000134_2,ReShapeBench,reshapebench_02.jpg,23,4,3
rs_000135_2,ReShapeBench,reshapebench_02.jpg,24,4,4
rs_000136_1,ReShapeBench,reshapebench_03.jpg,0,0,0
rs_000137_1,ReShapeBench,reshapebench_03.jpg,1,0,1
rs_000138_1,ReShapeBench,reshapebench_03.jpg,2,0,2
rs_000138_2,ReShapeBench,reshapebench_03.jpg,3,0,3
rs_000139_2,ReShapeBench,reshapebench_03.jpg,4,0,4
rs_000140_1,ReShapeBench,reshapebench_03.jpg,5,1,0
rs_000140_2,ReShapeBench,reshapebench_03.jpg,6,1,1
rs_000141_1,ReShapeBench,reshapebench_03.jpg,7,1,2
rs_000141_2,ReShapeBench,reshapebench_03.jpg,8,1,3
rs_000142_1,ReShapeBench,reshapebench_03.jpg,9,1,4
rs_000143_2,ReShapeBench,reshapebench_03.jpg,10,2,0
rs_000144_2,ReShapeBench,reshapebench_03.jpg,11,2,1
rs_000145_1,ReShapeBench,reshapebench_03.jpg,12,2,2
rs_000145_2,ReShapeBench,reshapebench_03.jpg,13,2,3
rs_000146_1,ReShapeBench,reshapebench_03.jpg,14,2,4
rs_000146_2,ReShapeBench,reshapebench_03.jpg,15,3,0
rs_000147_2,ReShapeBench,reshapebench_03.jpg,16,3,1
rs_000148_1,ReShapeBench,reshapebench_03.jpg,17,3,2
rs_000149_1,ReShapeBench,reshapebench_03.jpg,18,3,3
rs_000150_2,ReShapeBench,reshapebench_03.jpg,19,3,4
rs_000001_1,ReShapeBench,reshapebench_03.jpg,20,4,0
rs_000002_1,ReShapeBench,reshapebench_03.jpg,21,4,1
rs_000003_1,ReShapeBench,reshapebench_03.jpg,22,4,2
rs_000005_1,ReShapeBench,reshapebench_03.jpg,23,4,3
rs_000006_2,ReShapeBench,reshapebench_03.jpg,24,4,4
rs_000008_1,ReShapeBench,reshapebench_04.jpg,0,0,0
rs_000011_2,ReShapeBench,reshapebench_04.jpg,1,0,1
rs_000012_1,ReShapeBench,reshapebench_04.jpg,2,0,2
rs_000013_2,ReShapeBench,reshapebench_04.jpg,3,0,3
rs_000015_2,ReShapeBench,reshapebench_04.jpg,4,0,4
rs_000017_1,ReShapeBench,reshapebench_04.jpg,5,1,0
rs_000018_2,ReShapeBench,reshapebench_04.jpg,6,1,1
rs_000022_2,ReShapeBench,reshapebench_04.jpg,7,1,2
rs_000025_2,ReShapeBench,reshapebench_04.jpg,8,1,3
rs_000026_2,ReShapeBench,reshapebench_04.jpg,9,1,4
rs_000028_2,ReShapeBench,reshapebench_04.jpg,10,2,0
rs_000030_2,ReShapeBench,reshapebench_04.jpg,11,2,1
rs_000035_1,ReShapeBench,reshapebench_04.jpg,12,2,2
rs_000036_2,ReShapeBench,reshapebench_04.jpg,13,2,3
rs_000037_1,ReShapeBench,reshapebench_04.jpg,14,2,4
rs_000044_2,ReShapeBench,reshapebench_04.jpg,15,3,0
rs_000046_1,ReShapeBench,reshapebench_04.jpg,16,3,1
rs_000047_1,ReShapeBench,reshapebench_04.jpg,17,3,2
rs_000053_1,ReShapeBench,reshapebench_04.jpg,18,3,3
rs_000055_1,ReShapeBench,reshapebench_04.jpg,19,3,4
rs_000060_1,ReShapeBench,reshapebench_04.jpg,20,4,0
rs_000061_1,ReShapeBench,reshapebench_04.jpg,21,4,1
rs_000062_2,ReShapeBench,reshapebench_04.jpg,22,4,2
rs_000069_1,ReShapeBench,reshapebench_04.jpg,23,4,3
rs_000070_2,ReShapeBench,reshapebench_04.jpg,24,4,4
